,box,angry,disgust,fear,happy,sad,surprise,neutral
297,"[647, 339, 191, 242]",0.09,0.0,0.08,0.35,0.33,0.01,0.13
298,"[650, 339, 191, 242]",0.11,0.0,0.09,0.43,0.24,0.02,0.11
299,"[649, 322, 203, 263]",0.06,0.0,0.13,0.37,0.25,0.02,0.18
300,"[595, 300, 205, 268]",0.04,0.0,0.05,0.54,0.24,0.01,0.12
301,"[585, 309, 197, 255]",0.08,0.0,0.06,0.44,0.17,0.01,0.24
302,"[609, 303, 203, 256]",0.07,0.0,0.05,0.5,0.23,0.01,0.15
303,"[630, 285, 209, 258]",0.36,0.0,0.08,0.19,0.3,0.01,0.07
304,"[618, 292, 200, 258]",0.14,0.0,0.11,0.24,0.29,0.01,0.2
305,"[610, 299, 205, 260]",0.18,0.0,0.13,0.25,0.27,0.01,0.16
306,"[613, 303, 201, 258]",0.14,0.0,0.1,0.3,0.27,0.01,0.18
307,"[611, 304, 203, 258]",0.16,0.0,0.08,0.24,0.32,0.0,0.2
308,"[607, 303, 206, 259]",0.15,0.0,0.08,0.35,0.22,0.01,0.19
309,"[605, 305, 206, 258]",0.13,0.0,0.08,0.34,0.2,0.01,0.24
310,"[611, 305, 201, 254]",0.06,0.0,0.07,0.45,0.17,0.01,0.24
311,"[609, 301, 206, 255]",0.08,0.0,0.07,0.34,0.29,0.01,0.21
312,"[609, 299, 204, 258]",0.09,0.0,0.07,0.37,0.3,0.01,0.16
313,"[607, 302, 204, 254]",0.12,0.0,0.07,0.43,0.22,0.01,0.14
